"638","72039","1"
"82058","56001","1"
"17779","42035","1"
"35480","1063","1"
"10074",\N,"1"
"82833","56033","1"
"55565",\N,"1"
"35704",\N,"1"
"10131",\N,"1"
"940",\N,"1"
"46536","18099","1"
"55722","27061","1"
"10265",\N,"1"
"18240","42025","1"
"83539","16049","1"
"98280","53055","1"
"1100",\N,"1"
"18437","42127","1"
"56009","27047","1"
"68335","31129","1"
"83735",\N,"1"
"18544",\N,"1"
"68465","31067","1"
"1302",\N,"1"
"18690",\N,"1"
"47043","18077","1"
"56178","27081","1"
"98438","53053","1"
"68620","31011","1"
"1424",\N,"1"
"68778","31103","1"
"18958",\N,"1"
"36880",\N,"1"
"28813",\N,"1"
"1580",\N,"1"
"37038",\N,"1"
"29058","45055","1"
"69129","31049","1"
"84330","49003","1"
"56556","27119","1"
"98745",\N,"1"
"37085","47149","1"
"47597","18083","1"
"56678","27007","1"
"98850","53017","1"
"47757",\N,"1"
"47929","18181","1"
"11549","36059","1"
"29470","45019","1"
"57345","46069","1"
"11667",\N,"1"
"95478",\N,"1"
"37573",\N,"1"
"58012","38017","1"
"11774",\N,"1"
"58231","38035","1"
"11865",\N,"1"
"95656",\N,"1"
"2437",\N,"1"
"19951","10005","1"
"58463","38083","1"
"99695","2164","1"
"58656","38025","1"
"99820","2105","1"
"2618",\N,"1"
"20066",\N,"1"
"59003","30075","1"
"95916","6007","1"
"71260","22111","1"
"20135","51043","1"
"71433","22079","1"
"2761",\N,"1"
"59472","30013","1"
"96034","6093","1"
"71742","5013","1"
"85920","4001","1"
"20376",\N,"1"
"59682",\N,"1"
"38347","47023","1"
"86039","4017","1"
"2940",\N,"1"
"20664","24017","1"
"96520",\N,"1"
"96728","15001","1"
"60063",\N,"1"
"12543","36071","1"
"30413","13163","1"
"60105",\N,"1"
"39051","28007","1"
"20914",\N,"1"
"96916",\N,"1"
"87530","35039","1"
"39355","28023","1"
"72824","5149","1"
"87653",\N,"1"
"49234","26075","1"
"12893",\N,"1"
"30724",\N,"1"
"87943","35003","1"
"39635","28113","1"
"30889",\N,"1"
"3900",\N,"1"
"21240","24003","1"
"39840","13243","1"
"31114",\N,"1"
"88990",\N,"1"
"73443","40019","1"
"4216","23017","1"
"40257",\N,"1"
"13305","36049","1"
"31629","13027","1"
"4406","23021","1"
"89164",\N,"1"
"13426",\N,"1"
"31780","13261","1"
"4475","23019","1"
"89409","32021","1"
"49872","26041","1"
"40743","21125","1"
"13549",\N,"1"
"31939",\N,"1"
"4576","23015","1"
"41013",\N,"1"
"32066","12067","1"
"61333","17105","1"
"41081",\N,"1"
"74562","40127","1"
"50162","19127","1"
"77268",\N,"1"
"41245",\N,"1"
"32185",\N,"1"
"74841",\N,"1"
"4932","23019","1"
"32230",\N,"1"
"90172",\N,"1"
"22722","51113","1"
"50423","19081","1"
"32320","12037","1"
"50565","19021","1"
"77476","48157","1"
"32421","12013","1"
"5159",\N,"1"
"90362",\N,"1"
"14240",\N,"1"
"77576",\N,"1"
"42359",\N,"1"
"14459",\N,"1"
"23128","51073","1"
"62082","17061","1"
"42528","21001","1"
"14517","36051","1"
"32634",\N,"1"
"5655","50015","1"
"77835","48015","1"
"42823",\N,"1"
"75309",\N,"1"
"52000",\N,"1"
"62324","17001","1"
"23441","51001","1"
"52151","19005","1"
"78057","48163","1"
"52254","19045","1"
"62583",\N,"1"
"6077",\N,"1"
"52369",\N,"1"
"43284",\N,"1"
"14878","36097","1"
"62877","17081","1"
"75845","48455","1"
"52746","19163","1"
"33081",\N,"1"
"76003",\N,"1"
"15148","42003","1"
"24177",\N,"1"
"24283","51051","1"
"53127",\N,"1"
"33282",\N,"1"
"63349","29113","1"
"78690",\N,"1"
"44036",\N,"1"
"63462","29137","1"
"76402","48143","1"
"6970",\N,"1"
"53505","55105","1"
"63726",\N,"1"
"78769",\N,"1"
"33465",\N,"1"
"76525","48099","1"
"92202",\N,"1"
"24826","54047","1"
"63953","29023","1"
"15773","42021","1"
"76636","48217","1"
"76823","48049","1"
"25243","54087","1"
"79336","48219","1"
"44356",\N,"1"
"64150","29165","1"
"54121","55037","1"
"64474","29049","1"
"44613","39151","1"
"16317","42039","1"
"33786","12103","1"
"25710",\N,"1"
"64670","29061","1"
"44681","39075","1"
"16421","42049","1"
"25971","54055","1"
"54322",\N,"1"
"64844","29145","1"
"16556",\N,"1"
"80051",\N,"1"
"44930",\N,"1"
"16693","42013","1"
"33975",\N,"1"
"26361","54033","1"
"65247","29121","1"
"45088",\N,"1"
"16853","42027","1"
"7951",\N,"1"
"17002","42061","1"
"17018","42043","1"
"34303",\N,"1"
"8076",\N,"1"
"65668","29085","1"
"45333","39149","1"
"8188",\N,"1"
"17302","42133","1"
"93384",\N,"1"
"65895",\N,"1"
"80611","8123","1"
"45500",\N,"1"
"66056","20107","1"
"45655",\N,"1"
"34697",\N,"1"
"93523","6029","1"
"45740","39009","1"
"45826","39107","1"
"93652","6019","1"
"27715",\N,"1"
"45884","39011","1"
"55090","27163","1"
"93741",\N,"1"
"55133",\N,"1"
"97729",\N,"1"
"35130","1073","1"
"27986","37091","1"
"9612",\N,"1"
"67056","20079","1"
"210",\N,"1"
"35423",\N,"1"
